Name,Year,Miles,Price
 Mercedes-Benz C-Class,2021,9102,40590
 GMC Sierra  Double Cab,20171500,66456,28990
 Honda HR-V,2020,38738,21651
 Lexus NX,2017,48648,30590
 Subaru Outback,2022,4911,41590
 Nissan Frontier Crew Cab,2021,12396,28990
 Toyota FJ Cruiser,2014,39137,37590
 INFINITI QX,201760,23624,28990
 Toyota Camry,2021,26451,32990
 Toyota Tundra CrewMax,2022,10819,48990
 Nissan Z,2014370,16528,29590
 Chrysler ,2021300,41880,24550
 Volkswagen Golf GTI,2020,9821,30990
 Ford Explorer,2021,9947,35990
 Toyota Prius Prime,2017,71799,25990
 Toyota Corolla Hatchback,2021,17069,28990
 Mercedes-Benz A-Class,2019,16432,31590
 Ford Mustang,2019,14568,28590
 Jeep Compass,2018,46940,20353
 BMW X,20193,43236,31590
 MAZDA CX-,20183,20930,25990
 Nissan Rogue,2021,41349,24663
 Toyota C-HR,2020,10571,26990
 MAZDA MX- Miata,20165,10168,25990
 Volkswagen ID.,20214,11449,46590
 Genesis G,201980,16855,41590
 Kia K,20215,29547,25990
 Toyota C-HR,2021,29971,24043
 Ram  Crew Cab,20221500,7901,56990
 Honda Clarity Plug-in Hybrid,2018,47035,26590
 INFINITI Q,201570,51603,26590
 Lexus IS,2020,22525,33590
 BMW M,20184,41817,50990
 Ford Escape,2018,50238,20798
 Land Rover Range Rover Evoque,2013,37451,26990
 Chevrolet Silverado  HD Crew Cab,20223500,6868,83590
 Chevrolet Silverado  Crew Cab,20191500,21972,35990
 Chevrolet Equinox,2020,89768,19438
 Toyota C-HR,2021,17951,25990
 Audi e-tron,2021,11205,71990
 Kia Niro,2019,33330,27590
 Chevrolet Equinox,2021,49744,20013
 INFINITI QX,201860,45519,27990
 Jeep Cherokee,2019,15424,25990
 Mercedes-Benz E-Class,2016,25377,41990
 Honda Accord Hybrid,2020,23760,32990
 Jeep Wrangler,2018,24579,32990
 Nissan Rogue Sport,2021,31261,20062
 Land Rover Range Rover Evoque,2020,2562,46590
 Ford Mustang,2018,18332,60590
 Land Rover Range Rover Evoque,2017,85791,26590
 INFINITI Q,201570,46383,26990
 Jeep Compass,2019,42334,22002
 Audi A,20203,38549,29990
 Nissan Rogue Sport,2021,33900,19713
 Chevrolet Colorado Crew Cab,2016,98846,25990
 Buick Enclave,2018,62808,28990
 Ford Mustang,2015,30621,32590
 Chevrolet Corvette,2014,29646,46990
 Kia Niro,2021,26956,27990
 Subaru WRX,2020,16121,29990
 Toyota Tacoma Double Cab,2012,57796,25590
 Hyundai Tucson,2019,2405,26990
 Hyundai Tucson,2022,26548,33590
 Chrysler ,2021300,41880,24550
 Mercedes-Benz GLA,2019,36624,28590
 Ford Bronco,2022,53,46590
 Lexus ES,2020,62260,36590
 Chevrolet Silverado  Crew Cab,20211500,31289,43990
 Mercedes-Benz C-Class,2017,34341,27590
 Toyota Tacoma Double Cab,2018,26053,32590
 Subaru Forester,2018,80173,25590
 Chevrolet Malibu,2018,29547,19528
 Volvo XC,201890,37762,42990
 Mercedes-Benz SLK-Class,2013,33260,25990
 Nissan Rogue Sport,2020,49568,20000
 Lexus ES,2017,10868,31990
 Chevrolet Camaro,2016,30229,33990
 Mercedes-Benz C-Class,2012,77596,34990
 BMW X,20181,39793,27590
 Chevrolet Trax,2020,46200,18093
 Mitsubishi Outlander Sport,2020,7452,25590
 Chevrolet Trailblazer,2021,20862,26590
 Genesis G,201880,30262,30590
 Ford Mustang,2020,19084,27990
 Toyota Highlander,2017,34913,31990
 GMC Canyon Crew Cab,2021,8758,40990
 Subaru Crosstrek,2019,14034,24192
 Ford Mustang,2014,32671,29990
 Chevrolet Tahoe,2019,57555,43590
 Dodge Challenger,2014,10197,36990
 Lexus ES,2020,38223,34990
 Chevrolet Equinox,2019,50911,19553
 Chevrolet Corvette,2012,39711,34590
 BMW  Series,20162,41349,26990
 Honda Ridgeline,2022,7858,40590
 Lexus GX,2015,71937,31990
 Volkswagen Golf GTI,2019,49466,26990
 Chevrolet Corvette,2009,44423,32590
 Toyota Highlander,2019,40778,36990
 Chrysler Voyager,2021,48107,26990
 MAZDA MX- Miata,20225,1804,30590
 Ford Explorer,2018,32307,28590
 Chevrolet Equinox,2021,38954,21500
 Chevrolet Silverado  HD Regular Cab,20222500,13022,46990
 INFINITI QX,202050,37410,31590
 Audi A,20193,54145,25590
 Toyota RAV,20204,10655,27990
 BMW X,20181,26246,27990
 Hyundai Elantra,2022,13552,26990
 Volkswagen ID.,20214,11066,43590
 Honda Accord,2021,29879,30990
 Toyota Camry,2022,29183,24600
 Porsche  Cayman,2017718,25409,55990
 Nissan Kicks,2020,52226,17900
 Hyundai Palisade,2021,23456,37990
 Chevrolet Equinox,2020,55478,19600
 Buick Enclave,2019,76928,25990
 Ford Mustang,2020,6697,88590
 Chevrolet Silverado  HD Crew Cab,20223500,6868,83590
 Chevrolet Equinox,2021,38954,21500
 Jeep Wrangler Unlimited,2017,64923,29990
 MAZDA CX-,20205,27378,25990
 Nissan Rogue,2021,38798,24898
 Ford Bronco,2022,53,46590
 Toyota Runner,20124,67406,26990
 Nissan Rogue,2020,51755,23061
 Mercedes-Benz M-Class,2015,53100,25990
 Ford F SuperCrew Cab,2017150,62327,50590
 Ford F Regular Cab,2020150,17726,30990
 Chevrolet Corvette,2009,44423,32590
 Hyundai Santa Cruz,2022,7634,37990
 Honda CR-V,2017,47926,24019
 MAZDA CX-,20215,15512,30990
 Kia Sorento,2021,36699,26590
 BMW X,20181,39793,27590
 Kia Sorento Hybrid,2021,37356,37590
 Acura MDX,2016,60396,25990
 Ford Bronco,2021,1380,58990
 Ram  Classic Quad Cab,20211500,21398,31590
 Jeep Compass,2020,25134,27590
 Jaguar E-PACE,2020,17456,43590
 BMW X,20164,34472,33990
 Chevrolet Trailblazer,2022,15117,27590
 Volkswagen Beetle,2016,25969,27990
 Kia Telluride,2022,10645,45590
 GMC Acadia,2021,45616,27990
 Chevrolet Silverado  Double Cab,20171500,43282,30990
 BMW  Series,20194,51173,29990
 Toyota Corolla Hybrid,2022,22727,27590
